store_id,month,deliveryTracked,deliveryLate,deliveryTime
8708,2012-04-28,545,342,40464
8452,2012-04-28,140,51,9390
8648,2012-03-29,1085,232,44307
8591,2012-06-28,16,13,2170
7968,2012-06-28,545,202,32408
7146,2012-04-28,4860,1406,229335
8237,2012-05-29,1706,496,93619
8471,2012-05-29,1601,688,93970
9032,2012-05-29,83,5,2886
8606,2012-03-29,777,148,26373
8410,2012-04-28,429,318,38421
8538,2012-05-29,121,21,5562
9013,2012-06-28,2327,267,77422
9012,2012-03-29,29,5,839
8915,2012-06-28,232,29,10211
8107,2012-03-29,40,13,2767
8026,2012-03-29,1752,931,113994
9022,2012-05-29,607,48,16888
8465,2012-04-28,796,232,36836
8985,2012-05-29,78,72,5499
8880,2012-06-28,121,5,4298
8677,2012-05-29,321,75,15797
8354,2012-04-28,766,480,55998
8013,2012-05-29,2232,1360,164079
9014,2012-04-28,89,24,4063
7117,2012-04-28,4436,4158,149382
8106,2012-06-28,0,0,0
8309,2012-04-28,297,180,27305
7818,2012-06-28,13081,4884,819895
9055,2012-04-28,156,64,9263
8382,2012-05-29,197,32,8140
8105,2012-05-29,2532,318,84774
8459,2012-03-29,8,0,413
8313,2012-04-28,2376,313,83905
8168,2012-04-28,1042,197,43953
8015,2012-05-29,882,364,49045
8537,2012-03-29,243,27,8656
7923,2012-05-29,3242,1304,171668
8873,2012-05-29,54,35,4943
8234,2012-04-28,1358,326,65280
8801,2012-03-29,307,135,20860
8550,2012-06-28,216,72,11164
8120,2012-03-29,720,313,43696
9168,2012-06-28,132,51,6739
9091,2012-06-28,1063,89,35729
8745,2012-04-28,1552,1112,147641
8779,2012-06-28,756,283,39922
8338,2012-05-29,291,126,18246
8063,2012-04-28,486,37,16937
8931,2012-06-28,3518,785,171563
8559,2012-04-28,129,64,8964
8658,2012-06-28,623,70,24740
8605,2012-03-29,207,5,4976
8279,2012-05-29,29,10,1433
7061,2012-05-29,5764,410,166158
8389,2012-03-29,132,54,7665
8601,2012-06-28,2265,1063,144347
8146,2012-06-28,634,186,29057
8080,2012-03-29,6434,2386,353643
9011,2012-03-29,0,0,0
8934,2012-03-29,62,21,4203
8431,2012-04-28,515,56,18870
8681,2012-05-29,40,10,1755
8408,2012-04-28,1792,124,58293
8324,2012-03-29,461,59,18198
8605,2012-05-29,162,13,5570
8960,2012-04-28,834,334,48413
9004,2012-03-29,5,2,240
8780,2012-03-29,518,129,24707
9021,2012-05-29,0,0,0
8161,2012-05-29,469,116,22377
8776,2012-06-28,731,388,46431
8408,2012-06-28,2219,67,71698
8950,2012-05-29,270,135,19161
9022,2012-04-28,518,37,14372
8943,2012-05-29,812,367,50355
8916,2012-03-29,297,45,12460
8080,2012-04-28,6504,2222,350200
8690,2012-05-29,399,197,22315
8132,2012-06-28,1576,197,56411
8033,2012-03-29,372,248,36312
8820,2012-06-28,40,5,1120
8835,2012-04-28,726,394,51202
9132,2012-06-28,113,0,1809
8118,2012-04-28,510,121,24580
8814,2012-03-29,442,13,14490
8337,2012-05-29,469,48,16780
8464,2012-04-28,1701,639,95404
8388,2012-03-29,280,105,15179
8568,2012-03-29,54,32,5567
9045,2012-04-28,43,8,1776
8945,2012-05-29,378,297,33901
8232,2012-03-29,162,105,13427
8316,2012-05-29,982,54,30159
8408,2012-05-29,1944,72,59880
8947,2012-06-28,955,313,50365
8150,2012-05-29,826,248,43200
9173,2012-05-29,0,0,0
8810,2012-04-28,248,135,21087
8839,2012-05-29,0,0,0
8465,2012-06-28,1201,359,70969
8227,2012-04-28,162,81,12492
8918,2012-05-29,777,5,16351
8980,2012-05-29,1026,359,57912
8280,2012-06-28,2532,245,99513
8085,2012-06-28,27,27,240
9009,2012-05-29,378,113,17004
8763,2012-06-28,685,388,44188
8373,2012-06-28,2349,793,122949
8931,2012-03-29,2262,950,129821
8420,2012-04-28,2354,691,118508
8548,2012-04-28,5602,2008,297291
8818,2012-03-29,359,153,21470
9168,2012-05-29,148,24,6161
8397,2012-06-28,3693,1263,204994
9084,2012-03-29,0,0,0
8120,2012-05-29,583,237,33876
8163,2012-03-29,199,40,9053
8907,2012-03-29,108,32,5205
8129,2012-05-29,145,24,5562
8924,2012-05-29,1817,162,77139
9100,2012-06-28,1236,294,58581
8858,2012-03-29,893,367,55433
8015,2012-04-28,861,351,49912
9000,2012-05-29,89,18,4322
8820,2012-05-29,16,0,467
8118,2012-05-29,426,143,24602
8313,2012-03-29,1819,97,54072
8987,2012-05-29,1930,64,58746
8371,2012-06-28,1701,907,112741
8121,2012-04-28,2,0,56
8653,2012-04-28,237,2,7840
8915,2012-04-28,178,24,6453
9026,2012-04-28,329,83,15317
9011,2012-06-28,0,0,0
9013,2012-05-29,1879,440,79812
8708,2012-03-29,621,326,41677
7923,2012-06-28,3493,1377,180565
8990,2012-06-28,1112,537,65615
8869,2012-04-28,145,62,10584
8076,2012-04-28,1593,542,85800
8778,2012-05-29,604,310,38772
8949,2012-03-29,56,27,3582
8028,2012-05-29,7168,1514,325628
8440,2012-03-29,1549,1374,231414
8561,2012-06-28,1131,467,66225
8186,2012-05-29,963,170,39900
8651,2012-04-28,137,24,6064
8869,2012-05-29,35,10,1884
9026,2012-06-28,572,156,29462
8685,2012-06-28,1107,556,70826
8406,2012-06-28,89,78,9568
8177,2012-03-29,224,159,24588
8979,2012-03-29,407,5,11434
8419,2012-06-28,1147,105,40950
9004,2012-06-28,0,0,0
8099,2012-03-29,1576,626,85811
8093,2012-05-29,1047,345,59027
9052,2012-04-28,615,91,25660
8407,2012-06-28,56,24,4009
8822,2012-03-29,1595,16,46996
8534,2012-03-29,40,37,7395
8941,2012-05-29,16,13,1125
8966,2012-04-28,0,0,0
8705,2012-03-29,739,334,41806
8234,2012-03-29,1339,388,70065
8770,2012-06-28,842,329,39730
8420,2012-06-28,2381,739,117747
8144,2012-06-28,380,194,28117
8918,2012-03-29,0,0,0
8932,2012-03-29,183,35,8024
8653,2012-03-29,167,16,6299
8106,2012-03-29,43,27,3202
8404,2012-06-28,656,210,34689
8479,2012-04-28,510,108,21443
8801,2012-05-29,988,310,46836
8033,2012-04-28,297,243,31568
8337,2012-06-28,550,97,23160
8947,2012-05-29,739,251,40005
8744,2012-06-28,1231,423,58625
8342,2012-03-29,893,151,39330
8998,2012-03-29,48,8,1563
8319,2012-04-28,91,54,6723
8543,2012-05-29,928,359,51324
8307,2012-05-29,129,56,9274
8887,2012-06-28,6536,820,245165
8152,2012-03-29,83,56,7400
8177,2012-04-28,178,151,26894
8594,2012-05-29,1539,340,70367
8770,2012-03-29,669,205,28981
8053,2012-03-29,5513,1690,277452
8991,2012-05-29,731,380,43124
8550,2012-03-29,186,40,7681
8231,2012-06-28,618,178,30631
8119,2012-03-29,399,270,30944
8614,2012-03-29,372,67,14183
9025,2012-03-29,121,16,4968
8841,2012-03-29,0,0,0
9021,2012-03-29,0,0,0
8275,2012-03-29,2219,666,109968
8654,2012-05-29,13,13,990
8954,2012-03-29,24,18,3418
8828,2012-04-28,2365,183,86810
8556,2012-06-28,54,43,3499
9045,2012-06-28,59,0,1301
8337,2012-03-29,359,54,14733
8108,2012-04-28,599,67,20117
8874,2012-06-28,205,129,14598
8879,2012-05-29,186,105,16664
8666,2012-03-29,35,24,3836
8653,2012-05-29,226,18,9131
7837,2012-04-28,3188,1233,177622
9117,2012-06-28,378,78,17147
8235,2012-05-29,8,8,634
8392,2012-06-28,496,151,27137
9116,2012-05-29,0,0,0
8643,2012-05-29,102,43,5896
9030,2012-03-29,351,24,11944
8936,2012-04-28,704,99,27963
8138,2012-05-29,1117,156,46696
8017,2012-06-28,1719,745,104706
8128,2012-06-28,3172,1803,239927
8966,2012-05-29,0,0,0
9154,2012-05-29,0,0,0
8397,2012-04-28,3045,799,141272
7822,2012-05-29,1755,842,110384
8121,2012-05-29,8,0,334
8889,2012-05-29,1015,440,57542
8471,2012-06-28,1746,621,94181
8658,2012-05-29,637,89,23751
7837,2012-05-29,3186,1309,182098
8913,2012-05-29,383,78,19348
9109,2012-05-29,116,13,3780
8994,2012-04-28,380,175,22623
8711,2012-04-28,788,423,51108
8032,2012-04-28,653,108,26951
8666,2012-04-28,5,2,529
8745,2012-03-29,1692,1158,150746
8749,2012-05-29,1528,664,84229
8573,2012-05-29,224,126,16861
8107,2012-06-28,40,13,2189
8919,2012-06-28,1044,13,16407
8398,2012-05-29,2254,526,106625
9117,2012-04-28,75,8,2916
8917,2012-06-28,40,37,4082
8971,2012-04-28,45,2,1741
8414,2012-06-28,909,8,19326
8832,2012-04-28,302,116,16578
8034,2012-06-28,0,0,0
9100,2012-04-28,145,0,3712
8420,2012-03-29,2027,553,97443
8132,2012-03-29,1298,137,42830
